datetime,temperature,wind,sunshine,precipitation
2019-07-16 11:00:00,15.3,2.7,0.0,0.0
2019-07-16 12:00:00,15.7,3.3,0.0,0.0
2019-07-16 13:00:00,15.9,3.1,0.0,0.0
2019-07-16 14:00:00,16.3,3.0,0.0,0.0
2019-07-16 15:00:00,17.9,3.2,2.0,0.0
2019-07-16 16:00:00,18.6,2.9,30.0,0.0
2019-07-16 17:00:00,18.9,2.9,60.0,0.0
2019-07-16 18:00:00,20.1,2.5,60.0,0.0
2019-07-16 19:00:00,19.7,2.6,60.0,0.0
2019-07-16 20:00:00,19.1,2.9,50.0,0.0
2019-07-16 21:00:00,17.9,3.0,26.0,0.0
2019-07-16 22:00:00,16.0,2.8,12.0,0.0
2019-07-16 23:00:00,13.5,1.5,0.0,0.0
2019-07-17 00:00:00,13.6,0.8,0.0,0.0
2019-07-17 01:00:00,12.0,1.4,0.0,0.0
2019-07-17 02:00:00,11.3,2.1,0.0,0.0
2019-07-17 03:00:00,11.2,2.2,0.0,0.0
2019-07-17 04:00:00,10.1,2.1,0.0,0.0
2019-07-17 05:00:00,9.5,1.8,0.0,0.0
2019-07-17 06:00:00,9.4,1.5,0.0,0.0
2019-07-17 07:00:00,10.9,1.7,0.0,0.0
2019-07-17 08:00:00,12.4,1.1,0.0,0.0
2019-07-17 09:00:00,13.5,1.3,0.0,0.0
2019-07-17 10:00:00,14.5,1.3,0.0,0.0
2019-07-17 11:00:00,15.7,1.1,0.0,0.0
2019-07-17 12:00:00,16.6,1.2,0.0,0.0
2019-07-17 13:00:00,17.7,1.9,0.0,0.0
2019-07-17 14:00:00,17.9,2.4,0.0,0.0
2019-07-17 15:00:00,19.0,2.1,0.0,0.0
2019-07-17 16:00:00,19.7,2.1,2.0,0.0
2019-07-17 17:00:00,20.7,2.6,27.0,0.0
2019-07-17 18:00:00,21.1,2.4,43.0,0.0
2019-07-17 19:00:00,20.2,2.5,50.0,0.0
2019-07-17 20:00:00,20.2,2.1,51.0,0.0
2019-07-17 21:00:00,18.7,2.1,39.0,0.0
2019-07-17 22:00:00,15.5,1.9,0.0,0.0
2019-07-17 23:00:00,15.4,1.7,0.0,0.0
2019-07-18 00:00:00,15.8,1.4,0.0,0.0
2019-07-18 01:00:00,13.2,1.3,0.0,0.0
2019-07-18 02:00:00,13.6,1.7,0.0,0.0
2019-07-18 03:00:00,12.6,1.9,0.0,0.0
2019-07-18 04:00:00,13.0,2.1,0.0,0.0
2019-07-18 05:00:00,13.3,2.2,0.0,0.0
2019-07-18 06:00:00,13.0,2.1,0.0,0.0
2019-07-18 07:00:00,13.4,1.9,0.0,0.0
2019-07-18 08:00:00,14.7,1.5,10.0,0.0
2019-07-18 09:00:00,16.6,2.0,35.0,0.0
2019-07-18 10:00:00,19.7,2.5,50.0,0.0
2019-07-18 11:00:00,22.0,1.8,54.0,0.0
2019-07-18 12:00:00,24.2,2.4,60.0,0.0
2019-07-18 13:00:00,25.9,2.5,37.0,0.0
2019-07-18 14:00:00,26.2,3.3,42.0,0.0
2019-07-18 15:00:00,25.3,2.9,15.0,0.0
2019-07-18 16:00:00,23.9,4.2,4.0,0.1
2019-07-18 17:00:00,23.6,2.8,0.0,0.0
2019-07-18 18:00:00,23.9,2.0,14.0,0.0
2019-07-18 19:00:00,23.7,1.5,0.0,0.0
2019-07-18 20:00:00,23.5,1.3,0.0,0.0
2019-07-18 21:00:00,22.4,4.0,0.0,0.0
2019-07-18 22:00:00,21.6,3.0,0.0,0.0
2019-07-18 23:00:00,19.0,2.0,0.0,0.2
2019-07-19 00:00:00,19.0,1.4,0.0,0.0
2019-07-19 01:00:00,18.2,2.3,0.0,0.0
2019-07-19 02:00:00,17.7,1.1,0.0,0.0
2019-07-19 03:00:00,17.5,1.2,0.0,0.0
2019-07-19 04:00:00,16.9,2.0,0.0,1.6
2019-07-19 05:00:00,16.5,1.6,0.0,1.2
2019-07-19 06:00:00,16.3,1.8,0.0,0.2
2019-07-19 07:00:00,16.1,1.9,0.0,0.0
2019-07-19 08:00:00,16.6,1.4,0.0,0.0
2019-07-19 09:00:00,17.4,1.5,0.0,0.0
2019-07-19 10:00:00,18.6,2.0,1.0,0.0
2019-07-19 11:00:00,20.1,2.1,20.0,0.0
2019-07-19 12:00:00,21.3,2.7,21.0,0.0
2019-07-19 13:00:00,22.2,3.8,18.0,0.0
2019-07-19 14:00:00,23.7,4.6,54.0,0.0
2019-07-19 15:00:00,24.0,3.6,35.0,0.0
2019-07-19 16:00:00,24.8,2.5,36.0,0.0
2019-07-19 17:00:00,24.7,2.7,33.0,0.0
2019-07-19 18:00:00,24.7,2.4,13.0,0.0
2019-07-19 19:00:00,25.1,2.1,46.0,0.0
2019-07-19 20:00:00,24.4,2.4,36.0,0.0
2019-07-19 21:00:00,22.3,2.4,0.0,0.0
2019-07-19 22:00:00,19.4,1.1,0.0,0.0
2019-07-19 23:00:00,17.2,1.8,0.0,0.0
2019-07-20 00:00:00,18.3,2.2,0.0,0.0
2019-07-20 01:00:00,18.8,2.2,0.0,0.0
2019-07-20 02:00:00,17.3,2.1,0.0,0.0
2019-07-20 03:00:00,17.6,2.1,0.0,0.0
2019-07-20 04:00:00,17.1,2.5,0.0,0.0
2019-07-20 05:00:00,17.1,2.4,0.0,0.0
2019-07-20 06:00:00,16.6,2.6,0.0,0.0
2019-07-20 07:00:00,17.9,2.6,22.0,0.0
2019-07-20 08:00:00,19.6,3.0,60.0,0.0
2019-07-20 09:00:00,22.5,3.3,60.0,0.0
2019-07-20 10:00:00,25.1,5.1,60.0,0.0
2019-07-20 11:00:00,26.8,5.6,56.0,0.0
2019-07-20 12:00:00,27.2,4.2,45.0,0.0
2019-07-20 13:00:00,27.9,4.4,11.0,0.0
2019-07-20 14:00:00,28.9,4.7,24.0,0.0
2019-07-20 15:00:00,24.8,3.7,7.0,0.7
2019-07-20 16:00:00,24.9,2.4,10.0,0.2
2019-07-20 17:00:00,22.9,2.7,0.0,0.8
2019-07-20 18:00:00,23.3,1.6,1.0,0.1
2019-07-20 19:00:00,18.7,6.0,0.0,0.4
2019-07-20 20:00:00,18.8,1.8,3.0,3.0
2019-07-20 21:00:00,18.9,2.5,21.0,0.0
2019-07-20 22:00:00,18.4,1.9,6.0,0.0
2019-07-20 23:00:00,18.6,2.2,0.0,0.0
2019-07-21 00:00:00,17.7,1.9,0.0,0.0
2019-07-21 01:00:00,18.0,1.7,0.0,0.0
2019-07-21 02:00:00,17.0,1.1,0.0,0.0
2019-07-21 03:00:00,16.3,1.2,0.0,0.0
2019-07-21 04:00:00,15.8,2.2,0.0,0.0
2019-07-21 05:00:00,14.7,1.2,0.0,0.0
2019-07-21 06:00:00,14.1,1.1,0.0,0.0
2019-07-21 07:00:00,15.4,1.0,28.0,0.0
2019-07-21 08:00:00,17.6,1.6,19.0,0.0
2019-07-21 09:00:00,17.9,3.7,46.0,0.0
2019-07-21 10:00:00,18.6,3.0,0.0,0.0
2019-07-21 11:00:00,19.5,2.3,0.0,0.0
2019-07-21 12:00:00,20.0,2.1,2.0,0.0
2019-07-21 13:00:00,21.8,2.3,23.0,0.0
2019-07-21 14:00:00,23.6,3.0,42.0,0.0
2019-07-21 15:00:00,23.3,4.0,45.0,0.0
2019-07-21 16:00:00,23.7,4.1,41.0,0.0
2019-07-21 17:00:00,24.9,3.9,48.0,0.0
2019-07-21 18:00:00,25.2,4.0,56.0,0.0
2019-07-21 19:00:00,24.6,4.0,56.0,0.0
2019-07-21 20:00:00,24.2,3.7,52.0,0.0
2019-07-21 21:00:00,22.3,3.1,49.0,0.0
2019-07-21 22:00:00,19.4,1.9,6.0,0.0
2019-07-21 23:00:00,16.9,1.8,0.0,0.0
2019-07-22 00:00:00,17.1,2.1,0.0,0.0
2019-07-22 01:00:00,15.6,2.0,0.0,0.0
2019-07-22 02:00:00,15.6,2.0,0.0,0.0
2019-07-22 03:00:00,14.9,2.1,0.0,0.0
2019-07-22 04:00:00,15.2,2.1,0.0,0.0
2019-07-22 05:00:00,14.2,2.3,0.0,0.0
2019-07-22 06:00:00,12.7,1.7,0.0,0.0
2019-07-22 07:00:00,13.7,2.2,0.0,0.0
2019-07-22 08:00:00,16.4,2.1,9.0,0.0
2019-07-22 09:00:00,19.2,1.7,57.0,0.0
2019-07-22 10:00:00,22.8,2.1,59.0,0.0
2019-07-22 11:00:00,24.6,4.0,60.0,0.0
2019-07-22 12:00:00,25.7,5.1,59.0,0.0
2019-07-22 13:00:00,27.1,5.3,60.0,0.0
2019-07-22 14:00:00,27.0,4.9,55.0,0.0
2019-07-22 15:00:00,27.7,4.8,59.0,0.0
2019-07-22 16:00:00,28.5,3.9,60.0,0.0
2019-07-22 17:00:00,28.1,3.3,60.0,0.0
2019-07-22 18:00:00,29.2,3.7,60.0,0.0
2019-07-22 19:00:00,28.5,3.0,60.0,0.0
2019-07-22 20:00:00,28.3,3.1,60.0,0.0
2019-07-22 21:00:00,26.5,2.4,60.0,0.0
2019-07-22 22:00:00,23.0,2.3,16.0,0.0
2019-07-22 23:00:00,21.2,1.8,0.0,0.0
2019-07-23 00:00:00,19.1,2.2,0.0,0.0
2019-07-23 01:00:00,18.3,1.7,0.0,0.0
2019-07-23 02:00:00,17.3,2.0,0.0,0.0
2019-07-23 03:00:00,16.1,2.3,0.0,0.0
2019-07-23 04:00:00,15.6,2.3,0.0,0.0
2019-07-23 05:00:00,15.4,2.1,0.0,0.0
2019-07-23 06:00:00,15.2,2.0,0.0,0.0
2019-07-23 07:00:00,15.4,1.6,29.0,0.0
2019-07-23 08:00:00,19.3,1.8,60.0,0.0
2019-07-23 09:00:00,22.5,1.8,60.0,0.0
2019-07-23 10:00:00,25.7,1.8,60.0,0.0
2019-07-23 11:00:00,28.4,3.2,60.0,0.0
2019-07-23 12:00:00,29.5,2.8,60.0,0.0
2019-07-23 13:00:00,30.7,2.9,60.0,0.0
2019-07-23 14:00:00,32.2,2.9,60.0,0.0
2019-07-23 15:00:00,33.1,3.1,60.0,0.0
2019-07-23 16:00:00,33.4,2.9,60.0,0.0
2019-07-23 17:00:00,33.9,2.7,60.0,0.0
2019-07-23 18:00:00,34.4,2.5,60.0,0.0
2019-07-23 19:00:00,34.1,3.2,60.0,0.0
2019-07-23 20:00:00,33.2,3.8,60.0,0.0
2019-07-23 21:00:00,29.7,2.7,60.0,0.0
2019-07-23 22:00:00,26.9,2.0,12.0,0.0
2019-07-23 23:00:00,27.2,2.9,0.0,0.0
2019-07-24 00:00:00,25.6,3.5,0.0,0.0
2019-07-24 01:00:00,25.2,2.6,0.0,0.0
2019-07-24 02:00:00,24.1,3.2,0.0,0.0
2019-07-24 03:00:00,19.5,2.4,0.0,0.0
2019-07-24 04:00:00,19.5,1.7,0.0,0.0
2019-07-24 05:00:00,17.8,2.7,0.0,0.0
2019-07-24 06:00:00,20.6,3.2,0.0,0.0
2019-07-24 07:00:00,18.4,2.0,20.0,0.0
2019-07-24 08:00:00,24.2,1.8,60.0,0.0
2019-07-24 09:00:00,27.2,1.9,60.0,0.0
2019-07-24 10:00:00,29.3,3.6,60.0,0.0
2019-07-24 11:00:00,31.3,3.6,60.0,0.0
2019-07-24 12:00:00,34.1,2.9,60.0,0.0
2019-07-24 13:00:00,36.2,3.3,60.0,0.0
2019-07-24 14:00:00,36.7,3.3,60.0,0.0
2019-07-24 15:00:00,37.0,2.6,60.0,0.0
2019-07-24 16:00:00,37.9,2.2,60.0,0.0
2019-07-24 17:00:00,39.3,1.8,60.0,0.0
2019-07-24 18:00:00,38.3,2.6,60.0,0.0
2019-07-24 19:00:00,37.6,3.4,60.0,0.0
2019-07-24 20:00:00,36.5,4.3,60.0,0.0
2019-07-24 21:00:00,33.2,3.0,36.0,0.0
2019-07-24 22:00:00,30.8,2.0,0.0,0.0
2019-07-24 23:00:00,30.6,2.6,0.0,0.0
2019-07-25 00:00:00,29.3,1.7,0.0,0.0
2019-07-25 01:00:00,24.4,1.2,0.0,0.0
2019-07-25 02:00:00,21.2,2.7,0.0,0.0
2019-07-25 03:00:00,24.2,2.5,0.0,0.0
2019-07-25 04:00:00,23.6,3.0,0.0,0.0
2019-07-25 05:00:00,21.1,3.2,0.0,0.0
2019-07-25 06:00:00,21.5,1.8,0.0,0.0
2019-07-25 07:00:00,20.2,2.3,2.0,0.0
2019-07-25 08:00:00,24.6,2.0,60.0,0.0
2019-07-25 09:00:00,26.9,2.5,60.0,0.0
2019-07-25 10:00:00,30.2,3.0,60.0,0.0
2019-07-25 11:00:00,32.9,3.5,60.0,0.0
2019-07-25 12:00:00,35.3,2.8,60.0,0.0
2019-07-25 13:00:00,37.4,2.8,60.0,0.0
2019-07-25 14:00:00,39.2,4.0,60.0,0.0
2019-07-25 15:00:00,39.4,3.1,60.0,0.0
2019-07-25 16:00:00,39.2,3.6,60.0,0.0
2019-07-25 17:00:00,39.6,3.1,60.0,0.0
2019-07-25 18:00:00,39.3,2.9,60.0,0.0
2019-07-25 19:00:00,38.6,2.5,60.0,0.0
2019-07-25 20:00:00,36.4,2.2,50.0,0.0
2019-07-25 21:00:00,34.3,2.2,0.0,0.0
2019-07-25 22:00:00,31.7,2.4,0.0,0.0
2019-07-25 23:00:00,29.3,2.4,0.0,0.0
2019-07-26 00:00:00,29.5,2.7,0.0,0.0
2019-07-26 01:00:00,27.8,2.2,0.0,0.0
2019-07-26 02:00:00,24.7,1.5,0.0,0.0
2019-07-26 03:00:00,22.6,1.8,0.0,0.0
2019-07-26 04:00:00,20.3,2.0,0.0,0.0
2019-07-26 05:00:00,20.1,2.9,0.0,0.0
2019-07-26 06:00:00,19.8,3.2,0.0,0.0
2019-07-26 07:00:00,22.3,2.6,13.0,0.0
2019-07-26 08:00:00,26.1,1.8,60.0,0.0
2019-07-26 09:00:00,29.2,2.4,60.0,0.0
2019-07-26 10:00:00,31.1,3.0,60.0,0.0
2019-07-26 11:00:00,32.9,4.2,60.0,0.0
2019-07-26 12:00:00,34.4,4.0,60.0,0.0
2019-07-26 13:00:00,36.7,3.7,60.0,0.0
2019-07-26 14:00:00,37.6,3.8,60.0,0.0
2019-07-26 15:00:00,38.9,3.9,55.0,0.0
2019-07-26 16:00:00,38.1,4.1,60.0,0.0
2019-07-26 17:00:00,36.9,3.5,10.0,0.0
2019-07-26 18:00:00,29.4,5.7,0.0,0.0
2019-07-26 19:00:00,29.0,3.4,0.0,0.0
2019-07-26 20:00:00,28.9,2.9,0.0,0.0
2019-07-26 21:00:00,28.3,3.4,0.0,0.0
2019-07-26 22:00:00,26.0,1.8,0.0,0.0
2019-07-26 23:00:00,24.2,2.0,0.0,0.0
2019-07-27 00:00:00,23.3,2.0,0.0,0.0
2019-07-27 01:00:00,22.1,1.5,0.0,0.0
2019-07-27 02:00:00,20.8,1.6,0.0,0.0
2019-07-27 03:00:00,21.2,1.6,0.0,0.0
2019-07-27 04:00:00,20.8,1.6,0.0,0.0
2019-07-27 05:00:00,20.7,2.2,0.0,0.0
2019-07-27 06:00:00,20.0,1.8,0.0,0.0
2019-07-27 07:00:00,20.9,2.4,0.0,0.0
2019-07-27 08:00:00,21.5,0.8,0.0,0.0
2019-07-27 09:00:00,22.6,1.2,0.0,0.0
2019-07-27 10:00:00,23.1,2.3,0.0,0.0
2019-07-27 11:00:00,23.6,2.9,7.0,0.0
2019-07-27 12:00:00,23.3,2.4,0.0,0.1
2019-07-27 13:00:00,24.9,1.1,0.0,0.0
2019-07-27 14:00:00,25.5,1.2,23.0,0.0
2019-07-27 15:00:00,26.1,1.3,0.0,0.0
2019-07-27 16:00:00,25.5,1.6,0.0,0.0
2019-07-27 17:00:00,21.3,3.7,0.0,0.6
2019-07-27 18:00:00,20.9,2.4,0.0,0.4
2019-07-27 19:00:00,20.4,2.3,0.0,0.0
2019-07-27 20:00:00,20.3,2.0,0.0,0.0
2019-07-27 21:00:00,19.9,1.8,0.0,0.0
2019-07-27 22:00:00,20.1,1.6,0.0,0.0
2019-07-27 23:00:00,20.4,2.2,0.0,0.0
2019-07-28 00:00:00,20.1,1.9,0.0,0.0
2019-07-28 01:00:00,19.9,2.4,0.0,3.5
2019-07-28 02:00:00,19.8,2.8,0.0,0.6
2019-07-28 03:00:00,19.8,2.5,0.0,0.9
2019-07-28 04:00:00,19.6,2.8,0.0,0.1
2019-07-28 05:00:00,19.5,3.2,0.0,0.0
2019-07-28 06:00:00,19.3,3.1,0.0,0.0
2019-07-28 07:00:00,19.0,4.4,0.0,0.0
2019-07-28 08:00:00,19.1,4.1,0.0,0.0
2019-07-28 09:00:00,19.0,3.7,0.0,0.0
2019-07-28 10:00:00,19.3,3.2,0.0,0.9
2019-07-28 11:00:00,19.3,3.0,0.0,2.6
2019-07-28 12:00:00,20.0,3.3,0.0,1.1
2019-07-28 13:00:00,19.7,3.3,0.0,0.0
2019-07-28 14:00:00,19.2,3.9,0.0,0.0
2019-07-28 15:00:00,19.1,4.7,0.0,0.0
2019-07-28 16:00:00,18.5,4.5,0.0,0.0
2019-07-28 17:00:00,18.5,4.7,0.0,0.0
2019-07-28 18:00:00,18.3,4.3,0.0,0.0
2019-07-28 19:00:00,18.0,4.6,0.0,0.1
2019-07-28 20:00:00,17.5,3.9,0.0,0.0
2019-07-28 21:00:00,17.4,4.1,0.0,0.0
2019-07-28 22:00:00,17.1,3.7,0.0,0.0
2019-07-28 23:00:00,17.3,3.1,0.0,0.1
2019-07-29 00:00:00,17.3,2.5,0.0,0.0
2019-07-29 01:00:00,17.4,2.6,0.0,0.0
2019-07-29 02:00:00,16.8,2.0,0.0,0.0
2019-07-29 03:00:00,16.7,1.0,0.0,0.0
2019-07-29 04:00:00,17.0,1.8,0.0,0.0
2019-07-29 05:00:00,17.0,1.9,0.0,0.0
2019-07-29 06:00:00,16.6,1.9,0.0,0.0
2019-07-29 07:00:00,15.6,1.3,0.0,0.0
2019-07-29 08:00:00,16.9,1.0,0.0,0.0
2019-07-29 09:00:00,17.9,0.9,0.0,0.0
2019-07-29 10:00:00,19.2,1.4,38.0,0.0
2019-07-29 11:00:00,20.7,1.5,57.0,0.0
2019-07-29 12:00:00,20.9,1.9,27.0,0.0
2019-07-29 13:00:00,23.2,2.8,56.0,0.0
2019-07-29 14:00:00,24.2,3.2,60.0,0.0
2019-07-29 15:00:00,25.0,3.3,60.0,0.0
2019-07-29 16:00:00,25.8,3.2,60.0,0.0
2019-07-29 17:00:00,26.1,2.7,60.0,0.0
2019-07-29 18:00:00,26.3,2.5,60.0,0.0
2019-07-29 19:00:00,25.7,2.2,60.0,0.0
2019-07-29 20:00:00,25.3,2.3,60.0,0.0
2019-07-29 21:00:00,23.2,2.5,60.0,0.0
2019-07-29 22:00:00,20.3,2.0,3.0,0.0
2019-07-29 23:00:00,18.5,0.8,0.0,0.0
2019-07-30 00:00:00,16.9,1.8,0.0,0.0
2019-07-30 01:00:00,16.1,2.5,0.0,0.0
2019-07-30 02:00:00,14.9,1.6,0.0,0.0
2019-07-30 03:00:00,14.4,2.3,0.0,0.0
2019-07-30 04:00:00,14.3,2.1,0.0,0.0
2019-07-30 05:00:00,12.8,1.9,0.0,0.0
2019-07-30 06:00:00,14.6,2.4,0.0,0.0
2019-07-30 07:00:00,13.7,1.5,14.0,0.0
2019-07-30 08:00:00,16.1,1.3,50.0,0.0
2019-07-30 09:00:00,20.3,1.9,43.0,0.0
2019-07-30 10:00:00,23.9,2.7,60.0,0.0
2019-07-30 11:00:00,26.5,3.2,60.0,0.0
2019-07-30 12:00:00,27.9,2.9,59.0,0.0
2019-07-30 13:00:00,29.7,3.1,53.0,0.0
2019-07-30 14:00:00,30.3,4.2,57.0,0.0
2019-07-30 15:00:00,29.8,3.3,26.0,0.0
2019-07-30 16:00:00,28.9,4.6,8.0,0.0
2019-07-30 17:00:00,28.8,4.6,0.0,0.0
2019-07-30 18:00:00,27.1,4.8,6.0,0.0
2019-07-30 19:00:00,26.6,4.0,3.0,0.0
2019-07-30 20:00:00,25.8,3.0,0.0,0.0
2019-07-30 21:00:00,23.9,3.7,1.0,0.0
2019-07-30 22:00:00,23.3,2.6,0.0,0.0
2019-07-30 23:00:00,21.9,2.3,0.0,0.0
2019-07-31 00:00:00,20.6,1.8,0.0,0.0
2019-07-31 01:00:00,19.5,1.2,0.0,0.0
2019-07-31 02:00:00,19.8,1.2,0.0,0.0
2019-07-31 03:00:00,18.8,1.3,0.0,0.0
2019-07-31 04:00:00,18.9,1.3,0.0,0.0
2019-07-31 05:00:00,17.6,1.6,0.0,0.0
2019-07-31 06:00:00,17.8,1.4,0.0,0.0
2019-07-31 07:00:00,17.3,2.3,0.0,0.0
2019-07-31 08:00:00,18.8,2.1,5.0,0.0
2019-07-31 09:00:00,20.7,2.7,55.0,0.0
2019-07-31 10:00:00,21.0,2.5,40.0,0.0
2019-07-31 11:00:00,22.2,3.1,27.0,0.0
2019-07-31 12:00:00,22.8,4.5,31.0,0.0
2019-07-31 13:00:00,22.6,5.2,34.0,0.0
2019-07-31 14:00:00,22.2,4.3,26.0,0.0
2019-07-31 15:00:00,22.1,3.9,8.0,0.1
2019-07-31 16:00:00,21.6,3.7,14.0,0.0
2019-07-31 17:00:00,22.4,5.4,9.0,0.0
2019-07-31 18:00:00,20.0,4.2,0.0,0.0
2019-07-31 19:00:00,20.8,2.5,28.0,0.0
2019-07-31 20:00:00,20.9,2.1,7.0,0.0
2019-07-31 21:00:00,19.1,3.2,0.0,0.0
2019-07-31 22:00:00,17.8,2.8,0.0,0.0
2019-07-31 23:00:00,17.2,2.0,0.0,0.0
